filial	dt	sku_norm	linha	qtd	valor	margem	custo	vendedor	cliente	ped_app	categorias	sub_categorias
12	30/11/2019	cel5	CL	1	3796,959961	780,1400146	3331,560059	V87318387	O230328	0	CL - SMARTPHONE	CL - PREMIUM
33	02/12/2019	lavaseca110kg	LB	1	2678,310059	384,9200134	2669,72998	V000186	W4810500	0	LB - LAVANDERIA	LB - LAVA & SECA
14	30/11/2019	cel3	CL	1	3199	-75,59999847	2744,699951	V000186	N522233	0	CL - SMARTPHONE	CL - PREMIUM
29	04/12/2019	cel5	CL	1	3789	521,9199829	3331,560059	V101681	H485038	0	CL - SMARTPHONE	CL - PREMIUM
60	02/12/2019	lavaseca110kg	LB	1	2716	392,230011	2604,429932	V103831	L510514	0	LB - LAVANDERIA	LB - LAVA & SECA
38	30/11/2019	cel3	CL	1	3471,570068	449,5299988	3271,23999	V108834	H4508142	1	CL - SMARTPHONE	CL - PREMIUM
6	18/11/2019	cel5	CL	1	3461,26001	123,6299973	3331,560059	V87387130	B181550	1	CL - SMARTPHONE	CL - PREMIUM
60	02/12/2019	lavaseca110kg	LB	1	2678,310059	373,5	2604,429932	V103831	N1081125	1	LB - LAVANDERIA	LB - LAVA & SECA
48	02/01/2020	cel3	CL	1	3230	486,3599854	3086,5	V1061871	B233885	1	CL - SMARTPHONE	CL - PREMIUM
2	30/11/2019	cel5	CL	1	3499	549,0100098	3331,560059	V873874387	H4814220	1	CL - SMARTPHONE	CL - PREMIUM
60	02/12/2019	lavaseca110kg	LB	1	2500	290,2999878	2604,429932	V10878701	G102301	0	LB - LAVANDERIA	LB - LAVA & SECA
48	02/01/2020	cel3	CL	1	3032,439941	249,9199982	3086,5	V1061871	H188033	1	CL - SMARTPHONE	CL - PREMIUM
55	30/11/2019	cel5	CL	1	3410,629883	2,700000048	3648,610107	V103813	H450354	1	CL - SMARTPHONE	CL - PREMIUM
60	03/12/2019	lavaseca110kg	LB	1	2678	224,9499969	2604,429932	V0014387	N8813255	1	LB - LAVANDERIA	LB - LAVA & SECA
71	02/11/2019	cel3	CL	1	3799	476,519989	2744,790039	V87387416	N255051	1	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	-32,06000137	2744,47998	V87387318	H450552	1	CL - SMARTPHONE	CL - PREMIUM
33	27/11/2019	lavaseca110kg	LB	1	2774	347,0100098	2643,129883	V8731118	H443080	0	LB - LAVANDERIA	LB - LAVA & SECA
65	02/01/2020	cel3	CL	1	3321,709961	397,4100037	3290,97998	V101143	B4150081	0	CL - SMARTPHONE	CL - PREMIUM
3A	30/11/2019	cel5	CL	1	3531,5	520,8800049	3331,560059	V106331	M501145	1	CL - SMARTPHONE	CL - PREMIUM
33	27/11/2019	lavaseca110kg	LB	1	2699,100098	358,1199951	2643,129883	V000186	H444232	0	LB - LAVANDERIA	LB - LAVA & SECA
22	21/12/2019	cel3	CL	1	3350	-256,5100098	3653,360107	V87387606	L8108555	1	CL - SMARTPHONE	CL - PREMIUM
64	30/12/2019	cel5	CL	1	3399	216,6199951	2460,090088	V87387118	K054054	0	CL - SMARTPHONE	CL - PREMIUM
33	28/11/2019	lavaseca110kg	LB	1	2678	306,0400085	2656,75	V1087861	Y02281581	0	LB - LAVANDERIA	LB - LAVA & SECA
71	21/12/2019	cel3	CL	1	3330	162,0299988	2704	V873878741	N880500	1	CL - SMARTPHONE	CL - PREMIUM
7C	15/11/2019	cel5	CL	1	3925,169922	508,480011	3331,560059	V1187166	H418518	1	CL - SMARTPHONE	CL - PREMIUM
74	28/11/2019	lavaseca110kg	LB	1	2678,310059	390,6799927	2550,26001	V8731818	N581818154	0	LB - LAVANDERIA	LB - LAVA & SECA
73	21/12/2019	cel3	CL	1	3315,790039	-336,3399963	3604,330078	V873875873	N8121251	1	CL - SMARTPHONE	CL - PREMIUM
46	03/11/2019	cel5	CL	1	3431	94,95999908	3331,560059	V111483	K531513	1	CL - SMARTPHONE	CL - PREMIUM
83	28/11/2019	lavaseca110kg	LB	1	2699,5	413,3699951	2614,050049	V111861	H105241	0	LB - LAVANDERIA	LB - LAVA & SECA
2B	30/12/2019	cel3	CL	1	3318,129883	517,5100098	3048,570068	V110310	X5810021	1	CL - SMARTPHONE	CL - PREMIUM
14	21/11/2019	cel5	CL	1	3499,810059	207	2744,47998	V000186	H420011	0	CL - SMARTPHONE	CL - PREMIUM
33	17/12/2019	lavaseca110kg	LB	1	2965,340088	588,5599976	2704,709961	V873873873	M800024	0	LB - LAVANDERIA	LB - LAVA & SECA
14	18/12/2019	cel3	CL	1	3504,98999	368,0499878	2704,050049	V000186	Z4500181	0	CL - SMARTPHONE	CL - PREMIUM
14	02/12/2019	cel5	CL	1	3199	-56,59999847	2744,47998	V000186	Y0552081	0	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678,310059	300,3900146	2663,320068	V000186	H4813454	0	LB - LAVANDERIA	LB - LAVA & SECA
14	18/12/2019	cel3	CL	1	3199	315,2600098	2704,050049	V000186	H455885	0	CL - SMARTPHONE	CL - PREMIUM
14	02/12/2019	cel5	CL	1	3199	135,3300018	2744,47998	V000186	H4508158	0	CL - SMARTPHONE	CL - PREMIUM
25	20/11/2019	lavaseca110kg	LB	1	2880	408,6000061	2716,72998	V11878711	M380338	1	LB - LAVANDERIA	LB - LAVA & SECA
14	27/12/2019	cel3	CL	1	3149	-41,54999924	2704,02002	V000186	H5358132	0	CL - SMARTPHONE	CL - PREMIUM
93	05/01/2020	cel5	CL	1	3792,550049	948,5200195	2989,449951	V87387338	B0435581	0	CL - SMARTPHONE	CL - PREMIUM
61	27/12/2019	lavaseca110kg	LB	1	2945	406,5599976	2687,350098	V103416	Z4381885	0	LB - LAVANDERIA	LB - LAVA & SECA
29	04/01/2020	cel3	CL	1	3000	376,9899902	2989,449951	V101313	W353338	1	CL - SMARTPHONE	CL - PREMIUM
21	30/12/2019	cel5	CL	1	3321,709961	308,9700012	2989,449951	V106318	N500848	1	CL - SMARTPHONE	CL - PREMIUM
25	02/01/2020	lavaseca110kg	LB	1	2828,649902	-227,1399994	2716,72998	V103304	M324454	1	LB - LAVANDERIA	LB - LAVA & SECA
66	18/11/2019	cel3	CL	1	3428,01001	222,1000061	2744,719971	V103831	N555002	1	CL - SMARTPHONE	CL - PREMIUM
80	26/12/2019	cel5	CL	1	3316	331	3001,840088	V103444	N8555581	1	CL - SMARTPHONE	CL - PREMIUM
25	02/01/2020	lavaseca110kg	LB	1	2774	-294,9700012	2716,72998	V001138	M4811301	1	LB - LAVANDERIA	LB - LAVA & SECA
7A	09/11/2019	cel3	CL	1	4343,060059	807,5900269	3696,639893	V8731801	H40558181	1	CL - SMARTPHONE	CL - PREMIUM
14	27/12/2019	cel5	CL	1	2899	-265,6799927	2703,820068	V000186	H5328130	0	CL - SMARTPHONE	CL - PREMIUM
33	10/12/2019	lavaseca110kg	LB	1	2849,129883	390,25	2694,179932	V111384	N8100811	1	LB - LAVANDERIA	LB - LAVA & SECA
14	29/11/2019	cel3	CL	1	3199	401,7799988	2744,699951	V1187301	Y4581005	1	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3099	385,7099915	2703,820068	V000186	N555322	0	CL - SMARTPHONE	CL - PREMIUM
74	04/01/2020	lavaseca110kg	LB	1	2842,530029	464,3999939	2637,719971	V873870871	M81300810	1	LB - LAVANDERIA	LB - LAVA & SECA
8D	29/11/2019	cel3	CL	1	3401,080078	140,6900024	3420,350098	V8731114	H455525	0	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3315,790039	268,769989	2703,820068	V000186	H5181201	0	CL - SMARTPHONE	CL - PREMIUM
33	04/01/2020	lavaseca110kg	LB	1	2828,699951	374,2000122	2704,709961	V103101	N120010	0	LB - LAVANDERIA	LB - LAVA & SECA
98	03/01/2020	cel3	CL	1	3232,919922	396,25	2535,659912	V87387081	H5481135	1	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3299	565,210022	2703,820068	V000186	L8123504	0	CL - SMARTPHONE	CL - PREMIUM
87	26/12/2019	lavaseca110kg	LB	1	2965,370117	586,4000244	1981,300049	V101841	M054850	1	LB - LAVANDERIA	LB - LAVA & SECA
52	29/11/2019	cel3	CL	1	3399	77,06999969	3696,659912	V110108	H4581544	0	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	380,7000122	2744,47998	V87387110	N311513	1	CL - SMARTPHONE	CL - PREMIUM
33	28/12/2019	lavaseca110kg	LB	1	2965,370117	417,519989	2704,709961	V103016	X3102811	1	LB - LAVANDERIA	LB - LAVA & SECA
73	29/11/2019	cel3	CL	1	3400	-78,13999939	3647,449951	V1058687	B241338	1	CL - SMARTPHONE	CL - PREMIUM
51	03/11/2019	cel5	CL	1	4067,389893	626,2399902	3331,560059	V111351	H3044481	0	CL - SMARTPHONE	CL - PREMIUM
33	21/12/2019	lavaseca110kg	LB	1	2849	374,6499939	2704,709961	V8731313	O380151	1	LB - LAVANDERIA	LB - LAVA & SECA
14	30/11/2019	cel3	CL	1	3199	192,7299957	2744,699951	V000186	M400851	0	CL - SMARTPHONE	CL - PREMIUM
64	03/11/2019	cel5	CL	1	3431	245,0099945	2745,110107	V103855	N525805	1	CL - SMARTPHONE	CL - PREMIUM
33	28/11/2019	lavaseca110kg	LB	1	2699,100098	19,55999947	2656,75	V8731664	L3338151	0	LB - LAVANDERIA	LB - LAVA & SECA
18	03/11/2019	cel3	CL	1	3431	97,23000336	3271,350098	V1014887	H303854	1	CL - SMARTPHONE	CL - PREMIUM
64	03/11/2019	cel5	CL	1	3431	249,2799988	2745,110107	V103855	N525805	0	CL - SMARTPHONE	CL - PREMIUM
33	02/11/2019	lavaseca110kg	LB	1	2965	336,8099976	2584,48999	V1038781	B833253	0	LB - LAVANDERIA	LB - LAVA & SECA
12	02/12/2019	cel3	CL	1	3791,600098	414,9500122	3331,560059	V111543	K4551081	1	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	-18,59000015	2744,47998	V000186	H458085	0	CL - SMARTPHONE	CL - PREMIUM
33	02/11/2019	lavaseca110kg	LB	2	5796,279785	576,539978	5168,97998	V1187315	M852133	1	LB - LAVANDERIA	LB - LAVA & SECA
2	15/11/2019	cel3	CL	1	3699	379,269989	3331,560059	V873874387	H418314	1	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	170,7299957	2744,47998	V000186	M535030	0	CL - SMARTPHONE	CL - PREMIUM
33	29/12/2019	lavaseca110kg	LB	1	2965	478,6199951	2704,709961	V87387638	L81581535	1	LB - LAVANDERIA	LB - LAVA & SECA
75	13/12/2019	cel3	CL	1	4244,399902	799,2299805	3331,560059	V873873187	X848148	0	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	-33,61999893	2744,47998	V000186	H458100	0	CL - SMARTPHONE	CL - PREMIUM
33	01/12/2019	lavaseca110kg	LB	1	2640	120,4800034	2666,080078	V8730341	H430030	0	LB - LAVANDERIA	LB - LAVA & SECA
47	15/12/2019	cel3	CL	1	3790	352,6400146	3331,560059	V10870873	K230310	1	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	94,33999634	2744,47998	V000186	Y2814352	0	CL - SMARTPHONE	CL - PREMIUM
33	01/12/2019	lavaseca110kg	LB	1	2678,310059	312,0499878	2666,080078	V000186	K442845	0	LB - LAVANDERIA	LB - LAVA & SECA
1A	27/12/2019	cel3	CL	1	3319	206,5899963	3129,370117	V111853	H538454	1	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	-105,3000031	2744,47998	V000186	H458100	0	CL - SMARTPHONE	CL - PREMIUM
33	01/12/2019	lavaseca110kg	LB	1	2678,310059	315,8200073	2666,080078	V000186	M155144	0	LB - LAVANDERIA	LB - LAVA & SECA
3A	24/12/2019	cel3	CL	1	3333,330078	-25,21999931	3331,560059	V111618	O355303	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	170,7299957	2744,47998	V000186	L81255812	0	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2678,310059	300,3900146	2663,320068	V000186	I1110818	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	100,1600037	2704,040039	V87387611	N81538181	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	X052114	0	CL - SMARTPHONE	CL - PREMIUM
61	22/11/2019	lavaseca110kg	LB	1	2681,820068	298,0899963	2614,040039	V1187056	L8145454	1	LB - LAVANDERIA	LB - LAVA & SECA
23	31/12/2019	cel3	CL	1	3694,840088	845,960022	3127,629883	V11187871	B2008135	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	Y8100885	0	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2678	303,8900146	2658,689941	V110511	Z8120324	0	LB - LAVANDERIA	LB - LAVA & SECA
2	19/12/2019	cel3	CL	1	3321,840088	-57,38000107	3331,560059	V10348787	H521354	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	-78,61000061	2744,47998	V000186	M48105812	0	CL - SMARTPHONE	CL - PREMIUM
33	04/11/2019	lavaseca110kg	LB	1	3152,76001	510,1300049	2584,48999	V106380	H3050810	0	LB - LAVANDERIA	LB - LAVA & SECA
8C	21/12/2019	cel3	CL	1	3316,73999	-62,74000168	3331,560059	V87387331	K500120	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	Y0240581	0	CL - SMARTPHONE	CL - PREMIUM
25	10/12/2019	lavaseca110kg	LB	1	2569	113,4800034	2716,72998	V106380	H482322	0	LB - LAVANDERIA	LB - LAVA & SECA
82	04/01/2020	cel3	CL	1	3237,879883	12,59000015	3501,129883	V8738748787	X013800	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	94,33999634	2744,47998	V000186	Z818128103	0	CL - SMARTPHONE	CL - PREMIUM
61	03/01/2020	lavaseca110kg	LB	1	2773,98999	331,7099915	2696,459961	V87316487	M505200	0	LB - LAVANDERIA	LB - LAVA & SECA
55	28/12/2019	cel3	CL	1	3315	275,0100098	3604,330078	V1106873	N5481430	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3374,100098	154,1699982	2744,47998	V000186	H44281810	0	CL - SMARTPHONE	CL - PREMIUM
74	12/12/2019	lavaseca110kg	LB	1	2849,129883	761,0499878	2550,26001	V000186	K0008140	0	LB - LAVANDERIA	LB - LAVA & SECA
14	09/12/2019	cel3	CL	1	3199	90,59999847	2744,709961	V000186	H110008	0	CL - SMARTPHONE	CL - PREMIUM
43	29/11/2019	cel5	CL	1	3399	327,0499878	3340,909912	V104043	N801455	0	CL - SMARTPHONE	CL - PREMIUM
33	29/12/2019	lavaseca110kg	LB	1	2849,129883	306,9299927	2704,709961	V87387111	I050805	0	LB - LAVANDERIA	LB - LAVA & SECA
33	19/11/2019	cel3	CL	1	3428,01001	142,1799927	3331,560059	V110331	K4181300	1	CL - SMARTPHONE	CL - PREMIUM
20	30/11/2019	cel5	CL	1	3199	92,22000122	3331,560059	V87387334	H450310	0	CL - SMARTPHONE	CL - PREMIUM
33	29/12/2019	lavaseca110kg	LB	1	2849,129883	306,9299927	2704,709961	V87387111	I050805	1	LB - LAVANDERIA	LB - LAVA & SECA
9	04/12/2019	cel3	CL	1	3845,22998	508,2099915	3331,560059	V8731141	L801222	1	CL - SMARTPHONE	CL - PREMIUM
9D	07/12/2019	cel5	CL	1	3819,050049	470,1000061	3422,129883	V8731118	H404232	0	CL - SMARTPHONE	CL - PREMIUM
33	06/12/2019	lavaseca110kg	LB	1	2965,370117	509,230011	2680,679932	V106380	H402453	0	LB - LAVANDERIA	LB - LAVA & SECA
14	27/12/2019	cel3	CL	1	3199	3,329999924	2704,02002	V000186	H535501	0	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	197,5500031	2744,47998	V101388	W851201	1	CL - SMARTPHONE	CL - PREMIUM
61	04/11/2019	lavaseca110kg	LB	1	2849	334,5899963	2613,689941	V87318753	I2810531	1	LB - LAVANDERIA	LB - LAVA & SECA
14	27/12/2019	cel3	CL	1	3149	-104,5199966	2704,02002	V000186	M55815815	0	CL - SMARTPHONE	CL - PREMIUM
14	30/11/2019	cel5	CL	1	3199	216,8200073	2744,47998	V873873873	X8111588	0	CL - SMARTPHONE	CL - PREMIUM
25	23/11/2019	lavaseca110kg	LB	1	2699	303,8399963	2716,72998	V108814	N503820	1	LB - LAVANDERIA	LB - LAVA & SECA
47	15/12/2019	cel3	CL	1	3790	468,5100098	3331,560059	V103563	W352454	1	CL - SMARTPHONE	CL - PREMIUM
31	01/12/2019	cel5	CL	1	3505,320068	167,1799927	3331,560059	V1014087	M8133405	1	CL - SMARTPHONE	CL - PREMIUM
61	24/11/2019	lavaseca110kg	LB	1	2774	390,9500122	2614,050049	V000186	L8858122	0	LB - LAVANDERIA	LB - LAVA & SECA
14	26/12/2019	cel3	CL	1	2899	42,18999863	2704,040039	V8731683	H532553	0	CL - SMARTPHONE	CL - PREMIUM
14	24/12/2019	cel5	CL	1	3199	265,9299927	2703,820068	V87387053	O258203	0	CL - SMARTPHONE	CL - PREMIUM
33	13/12/2019	lavaseca110kg	LB	1	2849,129883	-117,5999985	2703,189941	V000186	O5458150	0	LB - LAVANDERIA	LB - LAVA & SECA
14	30/11/2019	cel3	CL	1	3199	389,3099976	2744,699951	V8731614	H30558181	1	CL - SMARTPHONE	CL - PREMIUM
14	24/12/2019	cel5	CL	1	2899	189,5099945	2703,820068	V111614	K3815181	0	CL - SMARTPHONE	CL - PREMIUM
33	03/01/2020	lavaseca110kg	LB	1	2699	89,98999786	2704,709961	V1001875	H545824	1	LB - LAVANDERIA	LB - LAVA & SECA
2	23/12/2019	cel3	CL	1	3318,98999	-35,36000061	3331,560059	V10348787	H531030	1	CL - SMARTPHONE	CL - PREMIUM
14	24/12/2019	cel5	CL	1	2899	189,5200043	2703,820068	V103351	H532422	0	CL - SMARTPHONE	CL - PREMIUM
33	27/11/2019	lavaseca110kg	LB	1	2704,52002	285,1799927	2643,129883	V1013874	X0381530	1	LB - LAVANDERIA	LB - LAVA & SECA
14	27/12/2019	cel3	CL	1	2899	-265,9200134	2704,02002	V000186	K2458581	0	CL - SMARTPHONE	CL - PREMIUM
14	24/12/2019	cel5	CL	1	2899	131,5399933	2703,820068	V87387415	M800280	0	CL - SMARTPHONE	CL - PREMIUM
33	28/11/2019	lavaseca110kg	LB	1	2678,310059	312,1799927	2656,75	V108111	W2813844	1	LB - LAVANDERIA	LB - LAVA & SECA
39	27/11/2019	cel3	CL	1	3374	598,6900024	3335,929932	V101131	O81815821	0	CL - SMARTPHONE	CL - PREMIUM
1A	24/12/2019	cel5	CL	1	3315,399902	98,44000244	3198,570068	V87301875	M0811888	1	CL - SMARTPHONE	CL - PREMIUM
33	30/11/2019	lavaseca110kg	LB	1	2599	230,25	2663,320068	V110641	K5055881	1	LB - LAVANDERIA	LB - LAVA & SECA
20	20/12/2019	cel3	CL	1	3789,610107	352,4400024	3331,560059	V001403	N5003181	1	CL - SMARTPHONE	CL - PREMIUM
39	04/01/2020	cel5	CL	1	3545,030029	428,3099976	3293,27002	V110330	N041501	1	CL - SMARTPHONE	CL - PREMIUM
33	01/12/2019	lavaseca110kg	LB	1	2678,310059	308,4200134	2666,080078	V101158	K083808	0	LB - LAVANDERIA	LB - LAVA & SECA
5A	20/12/2019	cel3	CL	1	2863,860107	-452,2600098	2535,719971	V101433	M153501	0	CL - SMARTPHONE	CL - PREMIUM
82	04/01/2020	cel5	CL	1	3756,179932	505,9100037	3398,300049	V87387164	B880305	0	CL - SMARTPHONE	CL - PREMIUM
33	01/12/2019	lavaseca110kg	LB	2	5354,160156	616,9199829	5332,160156	V001031	N5081130	1	LB - LAVANDERIA	LB - LAVA & SECA
14	29/11/2019	cel3	CL	1	3199	192,7299957	2744,699951	V000186	Z552888	0	CL - SMARTPHONE	CL - PREMIUM
14	02/12/2019	cel5	CL	1	3199	71,36000061	2744,47998	V000186	H4543815	0	CL - SMARTPHONE	CL - PREMIUM
33	29/11/2019	lavaseca110kg	LB	1	2677	302,0100098	2658,689941	V103530	N583813	0	LB - LAVANDERIA	LB - LAVA & SECA
6B	21/12/2019	cel3	CL	1	3675	283,8699951	3331,560059	V110341	H5258135	1	CL - SMARTPHONE	CL - PREMIUM
2	04/01/2020	cel5	CL	1	3149	326,5799866	2989,449951	V108043	Z283335	1	CL - SMARTPHONE	CL - PREMIUM
60	28/11/2019	lavaseca110kg	LB	1	2678	359,0299988	2604,429932	V873870878	H450002	1	LB - LAVANDERIA	LB - LAVA & SECA
14	21/11/2019	cel3	CL	1	3505,320068	666,2999878	2744,659912	V000186	M0505281	0	CL - SMARTPHONE	CL - PREMIUM
39	04/01/2020	cel5	CL	1	3221	85,65000153	3293,27002	V11187887	L300058	1	CL - SMARTPHONE	CL - PREMIUM
25	17/12/2019	lavaseca110kg	LB	1	2965,370117	412,4500122	2716,72998	V108865	H515042	1	LB - LAVANDERIA	LB - LAVA & SECA
14	29/11/2019	cel3	CL	1	3199	-11,61999989	2744,699951	V1187411	M8118255	1	CL - SMARTPHONE	CL - PREMIUM
14	22/11/2019	cel5	CL	1	3274,100098	555,7600098	2744,47998	V000186	X8130414	0	CL - SMARTPHONE	CL - PREMIUM
25	10/12/2019	lavaseca110kg	LB	1	2678,310059	439,5599976	2716,72998	V000186	B311185	0	LB - LAVANDERIA	LB - LAVA & SECA
14	30/11/2019	cel3	CL	1	3399	366,1799927	2744,699951	V000186	H4812138	0	CL - SMARTPHONE	CL - PREMIUM
14	22/11/2019	cel5	CL	1	3274,100098	359,3299866	2744,47998	V000186	H42818811	0	CL - SMARTPHONE	CL - PREMIUM
25	21/12/2019	lavaseca110kg	LB	1	3039,949951	499,4700012	2716,72998	V104661	N0088105	1	LB - LAVANDERIA	LB - LAVA & SECA
4D	16/11/2019	cel3	CL	1	3861,050049	476,480011	3331,560059	V1187481	H0058481	0	CL - SMARTPHONE	CL - PREMIUM
14	15/11/2019	cel5	CL	1	3694,76001	587,3099976	2744,47998	V000186	Z02811381	0	CL - SMARTPHONE	CL - PREMIUM
87	19/12/2019	lavaseca110kg	LB	1	2869,689941	636,5499878	1973,939941	V111641	O004008	0	LB - LAVANDERIA	LB - LAVA & SECA
82	05/12/2019	cel3	CL	1	2795	-663,1900024	3647,540039	V87387164	O25818100	1	CL - SMARTPHONE	CL - PREMIUM
14	25/11/2019	cel5	CL	1	3199	675,9000244	2744,47998	V10878761	B8134308	1	CL - SMARTPHONE	CL - PREMIUM
33	27/12/2019	lavaseca110kg	LB	1	2908,300049	370,8200073	2704,709961	V111161	K0281300	0	LB - LAVANDERIA	LB - LAVA & SECA
52	01/12/2019	cel3	CL	1	3500	-218,1499939	3696,639893	V8731505	X580033	1	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	94,33999634	2744,47998	V000186	Z015013	0	CL - SMARTPHONE	CL - PREMIUM
87	13/12/2019	lavaseca110kg	LB	1	2620	659,0999756	1970,25	V87387040	H5081254	1	LB - LAVANDERIA	LB - LAVA & SECA
5C	01/11/2019	cel3	CL	1	3591,580078	266,1700134	3331,560059	V110451	N41058181	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	H4581508	0	CL - SMARTPHONE	CL - PREMIUM
33	05/01/2020	lavaseca110kg	LB	1	2805,01001	357,5499878	2704,709961	V87387131	L0028104	1	LB - LAVANDERIA	LB - LAVA & SECA
67	06/12/2019	cel3	CL	1	4040	612,7800293	3444,899902	V87387531	B8123145	0	CL - SMARTPHONE	CL - PREMIUM
14	29/11/2019	cel5	CL	1	3199	158,3099976	2744,47998	V000186	L8150850	0	CL - SMARTPHONE	CL - PREMIUM
33	19/12/2019	lavaseca110kg	LB	1	2965,370117	431,3800049	2704,709961	V000186	K005400	0	LB - LAVANDERIA	LB - LAVA & SECA
42	02/11/2019	cel3	CL	1	3758	406,4400024	3331,560059	V106153	K30815813	0	CL - SMARTPHONE	CL - PREMIUM
46	05/01/2020	cel5	CL	1	3225	470,2200012	2989,449951	V1033487	K011102	1	CL - SMARTPHONE	CL - PREMIUM
33	04/01/2020	lavaseca110kg	LB	1	2815	420,6600037	2704,709961	V1061187	O0881040	1	LB - LAVANDERIA	LB - LAVA & SECA
14	21/11/2019	cel3	CL	1	3505,320068	888,960022	2744,659912	V103356	H4318122	1	CL - SMARTPHONE	CL - PREMIUM
14	29/12/2019	cel5	CL	1	3505,120117	506,6300049	2563,530029	V000186	H3481841	0	CL - SMARTPHONE	CL - PREMIUM
33	28/12/2019	lavaseca110kg	LB	1	2965,370117	420,8099976	2704,709961	V101451	X145022	1	LB - LAVANDERIA	LB - LAVA & SECA
60	22/11/2019	cel3	CL	1	3274,100098	-178,5500031	3696,689941	V000186	B0101181	0	CL - SMARTPHONE	CL - PREMIUM
14	29/12/2019	cel5	CL	1	3329,870117	474,7900085	2563,530029	V000186	N005001	0	CL - SMARTPHONE	CL - PREMIUM
1	31/12/2019	lavaseca110kg	LB	1	2378,570068	-616,3300171	2704,709961	V103053	L8545811	0	LB - LAVANDERIA	LB - LAVA & SECA
43	27/12/2019	cel3	CL	1	3331,439941	163,5099945	3291,280029	V8731141	H53810481	1	CL - SMARTPHONE	CL - PREMIUM
20	15/12/2019	cel5	CL	1	3789,629883	383,3500061	3331,560059	V8731633	M3125812	1	CL - SMARTPHONE	CL - PREMIUM
19	07/12/2019	lavaseca110kg	LB	1	2870	316,8500061	2687,189941	V101810	L38188281	1	LB - LAVANDERIA	LB - LAVA & SECA
5A	03/01/2020	cel3	CL	1	3232,919922	490,230011	2535,659912	V87387081	H5481135	0	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3099	190,4799957	2703,820068	V873878706	W180804	0	CL - SMARTPHONE	CL - PREMIUM
60	02/12/2019	lavaseca110kg	LB	1	2681,820068	372,0299988	2604,429932	V8731808	H4818185	0	LB - LAVANDERIA	LB - LAVA & SECA
14	23/11/2019	cel3	CL	1	3599,810059	611,2600098	2744,669922	V000186	X521204	0	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3099	199,7799988	2703,820068	V000186	N308202	0	CL - SMARTPHONE	CL - PREMIUM
74	09/11/2019	lavaseca110kg	LB	1	2849	222,5399933	2550,219971	V8730884	N445384	1	LB - LAVANDERIA	LB - LAVA & SECA
14	28/11/2019	cel3	CL	1	3374,100098	559,5300293	2744,699951	V87315873	M314180	1	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3049	193,9900055	2703,820068	V000186	H445428	0	CL - SMARTPHONE	CL - PREMIUM
60	23/12/2019	lavaseca110kg	LB	1	2841,969971	373,6099854	2640,27002	V8731111	N0305581	1	LB - LAVANDERIA	LB - LAVA & SECA
33	16/11/2019	cel3	CL	1	3694,77002	305,0100098	3331,560059	V101830	M5588103	0	CL - SMARTPHONE	CL - PREMIUM
14	18/12/2019	cel5	CL	1	3099	385,7099915	2703,820068	V000186	M305551	0	CL - SMARTPHONE	CL - PREMIUM
